=>> Grammar used: 
Grammar with 10 productions (start state = S)
    S -> S '+' R [0.4]
    S -> R [0.6]
    R -> T [0.6]
    R -> 'C' '*' F '(' T ')' [0.4]
    T -> T '*' V [0.4]
    T -> 'C' [0.6]
    F -> 'sqrt' [0.333333]
    F -> 'exp' [0.333333]
    F -> 'log' [0.333333]
    V -> 'x' [1.0]

ModelBox: 1025 models
-> C0*x, p = 0.091663294464, parse trees = 3, valid = False
-> C0*x**5 + C1*x**2 + C2*x + C3*sqrt(C4*x**3) + C5*exp(C6*x**2) + C7, p = 4.432217573276676e-12, parse trees = 1, valid = False
-> C0*x**5 + C1*x + C2*exp(C3*x**2) + C4, p = 9.393093476352e-08, parse trees = 1, valid = False
-> C0*x**7 + C1*exp(C2*x**3) + C3, p = 1.0687253021982728e-10, parse trees = 1, valid = False
-> C0*x**2 + C1*log(C2*x**5), p = 1.1324620800000003e-05, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*sqrt(C3*x) + C4*log(C5*x**3), p = 7.694822175827563e-11, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x) + C3*exp(C4*x**4) + C5, p = 4.174708211712001e-09, parse trees = 1, valid = False
-> C0*exp(C1*x) + C2*log(C3*x) + C4*log(C5*x**2), p = 1.2582912e-06, parse trees = 1, valid = False
-> C0*x**4 + C1*x + C2*exp(C3*x**4), p = 2.609192632320001e-07, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x**2) + C3*log(C4*x) + C5*log(C6*x**5) + C7, p = 2.3749451159961604e-11, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x) + C3*log(C4*x**3), p = 9.05969664e-07, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x**3) + C3*log(C4*x), p = 9.05969664e-07, parse trees = 1, valid = False
-> C0*x**8 + C1*x + C2*log(C3*x**2), p = 4.1747082117120016e-08, parse trees = 1, valid = False
-> C0*log(C1*x**8), p = 3.145728000000001e-05, parse trees = 1, valid = False
-> C0*x**8 + C1*sqrt(C2*x) + C3*log(C4*x**2) + C5, p = 1.3679683868137892e-12, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x) + C4*log(C5*x**2), p = 7.514474781081601e-09, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*sqrt(C3*x**4) + C4*log(C5*x) + C6, p = 4.809263859892225e-10, parse trees = 1, valid = False
-> C0*sqrt(C1*x**2) + C2*sqrt(C3*x**4), p = 6.291456000000001e-06, parse trees = 1, valid = False
-> C0*x**6 + C1*x**4, p = 3.261490790400001e-06, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x**5) + C4, p = 6.232805962420324e-11, parse trees = 1, valid = False
-> C0*sqrt(C1*x**4) + C2*log(C3*x) + C4*log(C5*x**3) + C6, p = 4.638564679680002e-09, parse trees = 1, valid = False
-> C0*x**3 + C1*sqrt(C2*x**6) + C3*exp(C4*x) + C5, p = 7.599824371187717e-13, parse trees = 1, valid = False
-> C0*x**8 + C1*x**4, p = 5.218385264640002e-07, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x) + C3*sqrt(C4*x**4) + C5, p = 2.7052109211893765e-09, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*x + C3*exp(C4*x**3), p = 3.757237390540801e-08, parse trees = 1, valid = False
-> C0*sqrt(C1*x**10), p = 5.033164800000003e-06, parse trees = 1, valid = False
-> C0*x**5 + C1*x**3 + C2*x + C3, p = 2.120584783221228e-07, parse trees = 3, valid = False
-> C0*x**4 + C1*exp(C2*x) + C3*exp(C4*x**2), p = 3.623878656e-07, parse trees = 1, valid = False
-> C0*x**7 + C1*log(C2*x**2), p = 1.8119393280000005e-06, parse trees = 1, valid = False
-> C0*sqrt(C1*x**3) + C2*exp(C3*x**2) + C4*log(C5*x**3), p = 3.2212254720000014e-08, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**3) + C3*exp(C4*x) + C5*log(C6*x**2) + C7, p = 3.7108517437440017e-10, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*sqrt(C3*x**2) + C4*log(C5*x), p = 1.2582912000000001e-06, parse trees = 1, valid = False
-> C0*sqrt(C1*x**3) + C2*exp(C3*x) + C4*exp(C5*x**3) + C6, p = 1.1596411699200001e-08, parse trees = 1, valid = False
-> C0*x**4 + C1*sqrt(C2*x**2) + C3*exp(C4*x**2) + C5*log(C6*x) + C7, p = 2.6718132554956806e-10, parse trees = 1, valid = False
-> C0*sqrt(C1*x**3) + C2*log(C3*x) + C4*log(C5*x**2), p = 2.0132659200000002e-07, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x**6) + C3*log(C4*x) + C5, p = 1.4843406974976006e-10, parse trees = 1, valid = False
-> C0*exp(C1*x**5) + C2*log(C3*x**3), p = 1.0066329600000002e-06, parse trees = 1, valid = False
-> C0*x**4 + C1*exp(C2*x**2) + C3*log(C4*x**3) + C5, p = 1.855425871872001e-09, parse trees = 1, valid = False
-> C0*x**5 + C1*x**4 + C2*x + C3, p = 2.1641687369515013e-09, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**4) + C3*exp(C4*x**3) + C5, p = 2.1374506043965447e-11, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x**2) + C3*sqrt(C4*x**3) + C5*log(C6*x) + C7, p = 9.618527719784449e-11, parse trees = 1, valid = False
-> C0*exp(C1*x**3) + C2*log(C3*x) + C4*log(C5*x**2), p = 2.0132659200000007e-07, parse trees = 1, valid = False
-> C0*x**5 + C1*sqrt(C2*x**3) + C3, p = 3.005789912432641e-09, parse trees = 1, valid = False
-> C0*exp(C1*x) + C2*exp(C3*x**2) + C4*log(C5*x**3) + C6, p = 4.1747082117120005e-09, parse trees = 1, valid = False
-> C0*x**3 + C1*sqrt(C2*x) + C3*sqrt(C4*x**2) + C5*exp(C6*x**2) + C7*log(C8*x**2) + C9, p = 1.5758995816094843e-14, parse trees = 1, valid = False
-> C0*x**4 + C1*x**2 + C2*x + C3*sqrt(C4*x) + C5*exp(C6*x) + C7*log(C8*x) + C9, p = 1.021182928882946e-14, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*exp(C3*x**2) + C4*exp(C5*x**4) + C6, p = 1.1596411699200004e-08, parse trees = 1, valid = False
-> C0*sqrt(C1*x**2) + C2*log(C3*x) + C4*log(C5*x**2) + C6, p = 1.6106127360000007e-08, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x**2) + C3*exp(C4*x**3) + C5*log(C6*x) + C7, p = 7.694822175827561e-12, parse trees = 1, valid = False
-> C0*x**4 + C1*x + C2*sqrt(C3*x) + C4*log(C5*x) + C6, p = 3.0779288703310236e-12, parse trees = 1, valid = False
-> C0*x**4 + C1*exp(C2*x**3) + C3*log(C4*x), p = 1.4495514624000003e-07, parse trees = 1, valid = False
-> C0*x**10 + C1*x**2, p = 5.218385264640004e-07, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x) + C4*exp(C5*x**3) + C6*log(C7*x) + C8, p = 4.2350498426633546e-16, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x**3) + C3*exp(C4*x), p = 2.0873541058560005e-08, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x) + C3*sqrt(C4*x**3) + C5*exp(C6*x) + C7, p = 9.277129359360004e-10, parse trees = 1, valid = False
-> C0*x**5 + C1*x**4 + C2*x**2, p = 1.8786186952704007e-07, parse trees = 1, valid = False
-> C0*x**3 + C1*sqrt(C2*x**2) + C3*sqrt(C4*x**3) + C5, p = 6.679533138739203e-10, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*log(C3*x**7), p = 1.0066329600000002e-06, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*sqrt(C3*x**7) + C4*log(C5*x) + C6, p = 9.849372385059278e-13, parse trees = 1, valid = False
-> C0*x**6 + C1*x**3, p = 8.153726976000004e-06, parse trees = 1, valid = False
-> C0*x**4 + C1*x + C2*log(C3*x) + C4*log(C5*x**3) + C6, p = 1.2023159649730562e-09, parse trees = 1, valid = False
-> C0*x**5 + C1*log(C2*x) + C3, p = 1.4930380062720002e-06, parse trees = 2, valid = False
-> C0*x**2 + C1*exp(C2*x) + C3*log(C4*x**5) + C5, p = 2.087354105856e-08, parse trees = 1, valid = False
-> C0*x**3 + C1*x + C2*exp(C3*x**3), p = 3.261490790400001e-06, parse trees = 2, valid = False
-> C0*x**4 + C1*x**3 + C2*x**2 + C3*x + C4, p = 4.235049842663355e-16, parse trees = 1, valid = False
-> C0*x**8 + C1*exp(C2*x) + C3*log(C4*x**3), p = 3.7108517437440024e-09, parse trees = 1, valid = False
-> C0*x**6 + C1*x + C2*exp(C3*x**2) + C4, p = 3.8474110879137816e-11, parse trees = 1, valid = False
-> C0*x**4 + C1*sqrt(C2*x) + C3*sqrt(C4*x**2) + C5, p = 1.0820843684757506e-09, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x**2) + C3*log(C4*x) + C5*log(C6*x**2) + C7, p = 8.656674947806006e-11, parse trees = 1, valid = False
-> C0*x**6 + C1*exp(C2*x**4) + C3, p = 1.0436770529280005e-07, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x**2) + C3*exp(C4*x**3), p = 9.059696640000002e-07, parse trees = 1, valid = False
-> C0*x**5 + C1*exp(C2*x**5) + C3*log(C4*x) + C5, p = 1.3359066277478406e-09, parse trees = 1, valid = False
-> C0*x**4 + C1*x + C2*sqrt(C3*x) + C4*exp(C5*x**3) + C6*log(C7*x) + C8, p = 1.538964435165512e-11, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*sqrt(C3*x**2) + C4*exp(C5*x), p = 2.0873541058560008e-08, parse trees = 1, valid = False
-> C0*x + C1*log(C2*x**3) + C3*log(C4*x**6) + C5, p = 4.377498837804124e-14, parse trees = 1, valid = False
-> C0*x**3 + C1*sqrt(C2*x**3) + C3*exp(C4*x**3) + C5, p = 1.2023159649730564e-09, parse trees = 1, valid = False
-> C0*x**5 + C1*x + C2*log(C3*x**2), p = 6.5229815808e-07, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**7), p = 4.529848320000001e-06, parse trees = 1, valid = False
-> C0*x**6 + C1*x + C2*sqrt(C3*x) + C4, p = 9.393093476352002e-08, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x) + C3*sqrt(C4*x**5) + C5, p = 1.7099604835172362e-12, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**2) + C3*log(C4*x**3) + C5, p = 4.9862447699362595e-12, parse trees = 1, valid = False
-> C0*sqrt(C1*x**3) + C2*log(C3*x) + C4*log(C5*x**2) + C6, p = 6.442450944000002e-09, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x) + C3*exp(C4*x**4), p = 7.247757312000001e-07, parse trees = 2, valid = False
-> C0*x**3 + C1*exp(C2*x) + C3*log(C4*x**2) + C5, p = 1.3359066277478405e-10, parse trees = 1, valid = False
-> C0*x**5 + C1*sqrt(C2*x**2) + C3*exp(C4*x**3) + C5, p = 6.925339958244806e-11, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x**4) + C4, p = 7.514474781081601e-09, parse trees = 1, valid = False
-> C0*x**4 + C1*x + C2*sqrt(C3*x**4), p = 2.6091926323200006e-07, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x) + C3*sqrt(C4*x**2) + C5*exp(C6*x) + C7, p = 3.339766569369601e-10, parse trees = 1, valid = False
-> C0*x**5 + C1*sqrt(C2*x**2) + C3*exp(C4*x) + C5, p = 3.0057899124326406e-09, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**2) + C3*log(C4*x) + C5*log(C6*x**4), p = 4.638564679680001e-09, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x**2) + C3*log(C4*x), p = 2.2649241600000005e-06, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x**3) + C3*log(C4*x**4) + C5, p = 2.0873541058560005e-08, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**2) + C3*exp(C4*x) + C5*exp(C6*x**3), p = 1.15964116992e-08, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x**8), p = 7.247757312000003e-07, parse trees = 1, valid = False
Model skipped. More model parameters than allowed (check max constant).
Model skipped. More model parameters than allowed (check max constant).
Model skipped. More model parameters than allowed (check max constant).
Model skipped. More model parameters than allowed (check max constant).
Model skipped. More model parameters than allowed (check max constant).
Model skipped. More model parameters than allowed (check max constant).
Model skipped. More model parameters than allowed (check max constant).
Model skipped. More model parameters than allowed (check max constant).
Model skipped. More model parameters than allowed (check max constant).
